Number,Caller,IT System,Short description,Assignment group,Assigned to,State,Affected CI,Priority,Incident state,Updated,Opened,Severity,Business duration,Duration
INC11896104,Spotlight Service ,DB Farm - AM Prod,DBA Spotlight notification for njc2ws004n02  Disks - Percentage Used: Disk E: is 86.4% full. ,Database Administrators,,Closed,njc2ws004n02,3 - Moderate,Closed,2025-01-07 05:58:40,2025-01-06 13:03:20,3 - Low,28800,60920
INC11896103,Spotlight Service ,DB Farm - AM Prod,DBA Spotlight notification for NJC1WS004N01  Disks - Percentage Used: Disk E: is 87.38% full. ,Database Administrators,,Closed,njc1ws004n01,3 - Moderate,Closed,2025-01-07 05:58:20,2025-01-06 13:03:09,3 - Low,28800,60911
INC11887568,Spotlight Service ,BRS - EM Prod,"DBA Spotlight LDN1WS003N01,51433  SQL Agent - Long Running Jobs (Percent) : Job AlwaysOn_ReportService_Start has been executing for 26 seconds (2600% of the",Database Administrators,,Closed,ldn1ws003n01,3 - Moderate,Closed,2025-01-07 05:58:34,2025-01-06 12:18:30,3 - Low,28800,63604
INC11880482,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS078N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServerXEventsChannel' failed to co",Database Administrators,,Closed,ldn2ws078n02,3 - Moderate,Closed,2025-01-07 05:58:28,2025-01-06 11:50:37,3 - Low,28800,65271
INC11857097,Spotlight Service ,BRS - EM Prod,"DBA Spotlight LDN1WS003N01,51433  SQL Agent - Long Running Jobs (Percent) : Job #ETD_HUB_Parallel_Run has been executing for 11 minutes 35 seconds (2241% of",Database Administrators,,Closed,ldn1ws003n01,3 - Moderate,Closed,2025-01-07 05:58:21,2025-01-06 10:22:23,3 - Low,28800,70558
INC11853920,Spotlight Service ,DB Farm - AP Prod,"Spotlight notification for SNG1WS005N01,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServerXEventsChannel' failed to co",Database Administrators,,Closed,sng1ws005n01,3 - Moderate,Closed,2025-01-07 05:58:36,2025-01-06 09:53:23,3 - Low,28800,72313
INC11840275,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS015N01,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 5 minutes 23 se",Database Administrators,,Closed,ldn1ws015n01,3 - Moderate,Closed,2025-01-07 05:58:33,2025-01-06 08:06:38,3 - Low,28800,78715
INC11838520,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS064N01,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 26 minutes 21 s",Database Administrators,,Closed,ldn1ws064n01,3 - Moderate,Closed,2025-01-07 05:58:38,2025-01-06 07:59:32,3 - Low,28800,79146
INC11838509,AppD Service,,AppDynamics has detected a problem with DB Server [GRDNJCCP1: njc1lx8001.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8001,3 - Moderate,Closed,2025-01-07 05:58:28,2025-01-06 07:57:25,3 - Low,28800,79263
INC11838508,AppD Service,,AppDynamics has detected a problem with DB Server [GRDNJCCP2: njc1lx8002.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8002,3 - Moderate,Closed,2025-01-07 05:58:22,2025-01-06 07:57:21,3 - Low,28800,79261
INC11838482,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN2WS014N02,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 6 minutes 27 se",Database Administrators,,Closed,ldn2ws014n02,3 - Moderate,Closed,2025-01-07 05:58:31,2025-01-06 07:37:43,3 - Low,28800,80448
INC11838446,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC1WS0008N01,51433  SQL Agent - Long Running Jobs (Time) : Job PopulateQMTradeDetail_DeNml has been executing for 33 minutes 27 ",Database Administrators,,Closed,njc1ws0008n01,3 - Moderate,Closed,2025-01-07 05:58:22,2025-01-06 07:18:46,3 - Low,28800,81576
INC11838365,Spotlight Service ,BRS - EM Prod,"DBA Spotlight LDN1WS003N01,51433  SQL Agent - Long Running Jobs (Percent) : Job #ETD_HUB_Parallel_Output_File has been executing for 8 minutes 33 seconds (2",Database Administrators,,Closed,ldn1ws003n01,3 - Moderate,Closed,2025-01-07 05:58:25,2025-01-06 07:11:17,3 - Low,28800,82028
INC11838359,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS015N01,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServerXEventsChannel' failed to co",Database Administrators,,Closed,ldn1ws015n01,3 - Moderate,Closed,2025-01-07 05:58:31,2025-01-06 07:08:36,3 - Low,28800,82195
INC11838355,Spotlight Service ,DB Farm - AM Prod,Spotlight notification for njc1ws014n01  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'njc1ws014n01' : The RPC server is un,Database Administrators,,Closed,njc1ws014n01,3 - Moderate,Closed,2025-01-07 05:58:20,2025-01-06 07:06:47,3 - Low,28800,82293
INC11838308,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS039N03,51433  SQL Agent - Long Running Jobs (Percent) : Job SALT - Transfer ICE trade capture reports has been executing for 52 seconds ",Database Administrators,,Closed,ldn1ws039n03,3 - Moderate,Closed,2025-01-06 06:48:46,2025-01-06 06:40:06,3 - Low,0,520
INC11838278,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS013N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServerXEventsChannel' failed to co",Database Administrators,,Closed,ldn2ws013n02,3 - Moderate,Closed,2025-01-06 06:48:48,2025-01-06 06:14:27,3 - Low,0,2061
INC11838230,Spotlight Service ,,"DBA Spotlight LDNPTRPDBLS2,51433  Availability Group - Failover Availability: Failover must be done manually ",Database Administrators,,Closed,,5 - Planning,Closed,2025-01-06 06:48:49,2025-01-06 05:42:39,3 - Low,0,3970
INC11838229,Spotlight Service ,,"DBA Spotlight LDNPPVMTPDBLS1,51433  Availability Group - Failover Availability: Failover must be done manually ",Database Administrators,,Closed,,5 - Planning,Closed,2025-01-06 06:48:49,2025-01-06 05:39:14,3 - Low,0,4175
INC11838228,Spotlight Service ,,"DBA Spotlight LDNPTRPDBLS1,51433  Availability Group - Failover Availability: Failover must be done manually ",Database Administrators,,Closed,,5 - Planning,Closed,2025-01-06 06:48:43,2025-01-06 05:39:11,3 - Low,0,4172
INC11838226,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS051N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServerXEventsChannel' failed to co",Database Administrators,,Closed,ldn2ws051n02,3 - Moderate,Closed,2025-01-06 06:48:53,2025-01-06 05:36:03,3 - Low,0,4370
INC11830454,Spotlight Service ,BRS - EM Prod,"DBA Spotlight LDN1WS003N01,51433  SQL Agent - Long Running Jobs (Percent) : Job AlwaysOn_ReportService_Start has been executing for 20 seconds (2000% of the",Database Administrators,,Closed,ldn1ws003n01,3 - Moderate,Closed,2025-01-06 06:48:51,2025-01-06 04:36:42,3 - Low,0,7929
INC11830062,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc1ws005n01,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseBackup - USER_DATABASES - FULL has been executing for 32 m",Database Administrators,,Closed,njc1ws005n01,3 - Moderate,Closed,2025-01-06 06:48:48,2025-01-06 04:33:49,3 - Low,0,8099
INC11830025,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC1WS0008N01,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseBackup - USER_DATABASES - FULL has been executing for 32 ",Database Administrators,,Closed,njc1ws0008n01,3 - Moderate,Closed,2025-01-06 06:48:41,2025-01-06 04:33:42,3 - Low,0,8099
INC11829850,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC2WS024N02,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseBackup - USER_DATABASES - FULL has been executing for 31 m",Database Administrators,,Closed,njc2ws024n02,3 - Moderate,Closed,2025-01-06 06:48:43,2025-01-06 04:33:14,3 - Low,0,8129
INC11825451,Spotlight Service ,DB Farm - AM Prod,Spotlight notification for njc1ws032n01  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - SYSTEM_DATABASES - FULL has been executing for 2 min,Database Administrators,,Closed,njc1ws032n01,3 - Moderate,Closed,2025-01-06 06:48:44,2025-01-06 04:03:54,3 - Low,0,9890
INC11825423,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc1ws043n01,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - SYSTEM_DATABASES - FULL has been executing for",Database Administrators,,Closed,njc1ws043n01,3 - Moderate,Closed,2025-01-06 06:48:46,2025-01-06 04:03:34,3 - Low,0,9912
INC11824981,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC1WS004N01,51433  SQL Agent - Long Running Jobs (Time) : Job IndexOptimize - USER_DATABASES has been executing for 33 minutes 1",Database Administrators,,Closed,njc1ws004n01,3 - Moderate,Closed,2025-01-06 06:48:42,2025-01-06 03:59:39,3 - Low,0,10143
INC11824313,AppD Service,,AppDynamics has detected a problem with DB Server [GRDNJCCP2: njc1lx8002.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8002,3 - Moderate,Closed,2025-01-06 06:48:50,2025-01-06 03:56:22,3 - Low,0,10348
INC11824294,AppD Service,,AppDynamics has detected a problem with DB Server [GRDNJCCP1: njc1lx8001.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8001,3 - Moderate,Closed,2025-01-06 06:48:42,2025-01-06 03:56:18,3 - Low,0,10344
INC11823494,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc1ws040n01,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseIntegrityCheck - USER_DATABASES has been executing for 34 ",Database Administrators,,Closed,njc1ws040n01,3 - Moderate,Closed,2025-01-06 06:48:52,2025-01-06 03:50:47,3 - Low,0,10685
INC11823290,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC1WS004N01,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseIntegrityCheck - USER_DATABASES has been executing for 33 ",Database Administrators,,Closed,njc1ws004n01,3 - Moderate,Closed,2025-01-06 06:48:44,2025-01-06 03:49:31,3 - Low,0,10753
INC11823180,Spotlight Service ,DB Farm - AM Prod,Spotlight notification for njc1ws032n01  SQL Agent - Long Running Jobs (Time) : Job DatabaseIntegrityCheck - USER_DATABASES has been executing for 32 minute,Database Administrators,,Closed,njc1ws032n01,3 - Moderate,Closed,2025-01-06 06:48:41,2025-01-06 03:48:55,3 - Low,0,10786
INC11823179,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc2ws040n02,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseIntegrityCheck - USER_DATABASES has been executing for 32 ",Database Administrators,,Closed,njc2ws040n02,3 - Moderate,Closed,2025-01-06 06:48:43,2025-01-06 03:48:49,3 - Low,0,10794
INC11823110,Spotlight Service ,DB Farm - AM Prod,Spotlight notification for njc2ws032n02  SQL Agent - Long Running Jobs (Time) : Job DatabaseIntegrityCheck - USER_DATABASES has been executing for 32 minute,Database Administrators,,Closed,njc2ws032n02,3 - Moderate,Closed,2025-01-06 06:48:47,2025-01-06 03:48:37,3 - Low,0,10810
INC11822943,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc2ws004n02,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseIntegrityCheck - USER_DATABASES has been executing for 31 ",Database Administrators,,Closed,njc2ws004n02,3 - Moderate,Closed,2025-01-06 06:48:45,2025-01-06 03:47:20,3 - Low,0,10885
INC11808387,Spotlight Service ,BRS - EM Prod,"DBA Spotlight LDN1WS003N01,51433  SQL Agent - Long Running Jobs (Percent) : Job #ETD_HUB_Parallel_Output_File has been executing for 7 minutes 44 seconds (2",Database Administrators,,Closed,ldn1ws003n01,3 - Moderate,Closed,2025-01-06 06:48:50,2025-01-06 02:16:35,3 - Low,0,16335
INC11807846,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS064N01,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 11 minutes 19 s",Database Administrators,,Closed,ldn1ws064n01,3 - Moderate,Closed,2025-01-06 06:48:46,2025-01-06 02:12:33,3 - Low,0,16573
INC11807146,Spotlight Service ,,"DBA Spotlight LDNPDISDBLS1,51433  Replication - Publisher Failure: Publisher EUW1WS009N01 has failed ",Database Administrators,,Closed,,5 - Planning,Closed,2025-01-06 06:48:44,2025-01-06 02:08:22,3 - Low,0,16823
INC11807091,Spotlight Service ,,"DBA Spotlight LDNPDISDBLS1,51433  Replication - Publication Failure: Publication [INSTRUMENT_INST]: IRS Instruments has failed ",Database Administrators,,Closed,,5 - Planning,Closed,2025-01-06 06:48:40,2025-01-06 02:08:08,3 - Low,0,16832
INC11798306,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS088N01,51433  SQL Agent - Long Running Jobs (Percent) : Job IndexOptimize - USER_DATABASES has been executing for 2 hours 41 minutes (18",Database Administrators,,Closed,ldn1ws088n01,3 - Moderate,Closed,2025-01-06 06:48:40,2025-01-06 01:07:51,3 - Low,0,20449
INC11792887,Spotlight Service ,,DBA Spotlight LDNTMSLIVE1  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 3 minutes 3 seconds (4,Database Administrators,,Closed,ldntmslive1,3 - Moderate,Closed,2025-01-06 06:48:51,2025-01-06 00:19:33,3 - Low,2427,23358
INC11791401,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC2WS3463N02,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 7",Database Administrators,,Closed,njc2ws3463n02,3 - Moderate,Closed,2025-01-06 06:48:46,2025-01-06 00:08:47,3 - Low,3073,23999
INC11791400,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC1WS0008N01,51433  SQL Agent - Long Running Jobs (Time) : Job PopulateQMTradeDetail_DeNml has been executing for 30 minutes 25 ",Database Administrators,,Closed,njc1ws0008n01,3 - Moderate,Closed,2025-01-06 06:48:40,2025-01-06 00:08:44,3 - Low,3076,23996
INC11791061,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC2WS0008N02,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 3",Database Administrators,,Closed,njc2ws0008n02,3 - Moderate,Closed,2025-01-06 06:48:48,2025-01-06 00:04:47,3 - Low,3313,24241
INC11788938,Spotlight Service ,DB Farm - AM Prod,Spotlight notification for njc1ws014n01  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'njc1ws014n01' : The RPC server is un,Database Administrators,,Closed,njc1ws014n01,3 - Moderate,Closed,2025-01-06 06:48:50,2025-01-05 23:51:10,3 - Low,4130,25060
INC11788711,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS046N01,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 32 minutes 35 s",Database Administrators,,Closed,ldn1ws046n01,3 - Moderate,Closed,2025-01-06 06:48:43,2025-01-05 23:48:51,3 - Low,4269,25192
INC11778761,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS004N01,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 3 minutes 28 se",Database Administrators,,Closed,ldn1ws004n01,3 - Moderate,Closed,2025-01-05 23:30:16,2025-01-05 22:49:44,3 - Low,2432,2432
INC11742986,Spotlight Service ,DB Farm - AM Prod,Spotlight notification for njc1ws014n01  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'njc1ws014n01' : The RPC server is un,Database Administrators,,Closed,njc1ws014n01,3 - Moderate,Closed,2025-01-05 23:30:35,2025-01-05 19:21:43,3 - Low,14932,14932
INC11707549,AppD Service,,AppDynamics has detected a problem with DB Server [RIMSLDNP - PRD - ldnprmsdb01]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldnprmsdb01,5 - Planning,Closed,2025-01-05 23:30:07,2025-01-05 16:55:24,3 - Low,23407,23683
INC11707547,AppD Service,,AppDynamics has detected a problem with DB Server [GRDNJCCP2: njc1lx8002.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8002,3 - Moderate,Closed,2025-01-05 23:29:21,2025-01-05 16:55:14,3 - Low,23361,23647
INC11707533,AppD Service,,AppDynamics has detected a problem with DB Server [TRDNJCCL2: njc1lx8002.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8002,3 - Moderate,Closed,2025-01-05 23:29:45,2025-01-05 16:55:09,3 - Low,23385,23676
INC11707380,AppD Service,,AppDynamics has detected a problem with DB Server [TRDNJCCL1: njc1lx8001.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8001,3 - Moderate,Closed,2025-01-05 23:29:42,2025-01-05 16:54:57,3 - Low,23382,23685
INC11707318,AppD Service,,AppDynamics has detected a problem with DB Server [GUIBOS-PRD-GBOSAPCL - sydguibos1p]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,sydguibos1p,3 - Moderate,Closed,2025-01-05 23:30:17,2025-01-05 16:54:53,3 - Low,23417,23724
INC11707253,AppD Service,,AppDynamics has detected a problem with DB Server [GRDNJCCP1: njc1lx8001.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8001,3 - Moderate,Closed,2025-01-05 23:29:44,2025-01-05 16:54:49,3 - Low,23384,23695
INC11707134,AppD Service,,AppDynamics has detected a problem with DB Server [DB_DCM_Prod_NJC2LX7683]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,njc2lx7683,3 - Moderate,Closed,2025-01-05 23:29:58,2025-01-05 16:54:40,3 - Low,23398,23718
INC11707083,AppD Service,,AppDynamics has detected a problem with DB Server [TSANJCCP1: njc1lx8003.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8003,3 - Moderate,Closed,2025-01-05 23:30:17,2025-01-05 16:54:36,3 - Low,23417,23741
INC11707016,AppD Service,,AppDynamics has detected a problem with DB Server [tmsnjcp_ro: njc2lx8003.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [crit,Database Administrators,,Closed,njc2lx8003,3 - Moderate,Closed,2025-01-05 23:29:56,2025-01-05 16:54:32,3 - Low,23396,23724
INC11706861,AppD Service,,AppDynamics has detected a problem with DB Server [GUIBOS-PRD-GBOSNYKL - us01ubosora01p]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,us01ubosora01p,3 - Moderate,Closed,2025-01-05 23:29:38,2025-01-05 16:54:24,3 - Low,23378,23714
