Netbios Name,Patched,Engineer,Asset Name,IP Addresses,Operating System Category,OS,Operating System Version,Operating System Lifecycle Stage,Time Zone,Last System Boot,Last Logged-In User
NJCPNETADM02,#N/A,#N/A,NJCPNETADM02,10.137.40.14,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2023-01-07T00:22:25Z,CORP\jo_griffiths
NJC2WS1985,Phase 4,TBA,NJC2WS1985,10.160.72.233,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 64-Bit,1809,GA,'-05:00,2023-01-13T23:51:38Z,Administrator
USHSSFINMIR05,#N/A,#N/A,USHSSFINMIR05,10.1.59.147,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25924,6.1,EOL/EOS,'-05:00,2022-12-16T08:37:39Z,AMERLPESA
NJC2WS3846,Phase 4,TBA,NJC2WS3846,10.160.72.232,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 64-Bit,1809,GA,'-05:00,2023-01-13T23:49:31Z,Administrator
SNGPINFADM01,Phase 4,TBA,SNGPINFADM01,10.202.40.20,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'+08:00,2022-10-15T02:33:51Z,CORP.AD.TULLIB.COM\jmcruz-a
US00WPRNAPP02P,#N/A,#N/A,US00WPRNAPP02P,10.1.59.18,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-12-16T02:19:05Z,US\j_amira-a
USHSSFINMIR08,#N/A,#N/A,USHSSFINMIR08,10.1.59.150,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25924,6.1,EOL/EOS,'-05:00,2022-12-16T08:37:33Z,US\Administrator
US00WGCMAPP01P,#N/A,#N/A,US00WGCMAPP01P,10.1.58.97,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-12-16T02:16:49Z,US.ICAP.COM\administrator
LDNPSPKCMS01,Phase 4,TBA,LDNPSPKCMS01,10.72.40.20,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,UTC,2022-10-29T14:26:47Z,LDNPSPKCMS01\emealpesa
NJ1CVPROD02,Phase 4,TBA,nj1cvprod02.lnholdings.com,"fe80:0:0:0:95db:82b:7c46:a3d7,10.78.101.39",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-10-29T13:57:58Z,LNHOLDINGS\pvaneris
SG1SSYDMBS01,Phase 4,TBA,SG1SSYDMBS01,10.202.34.61,Windows / Server,Microsoft Windows Server 2012 R2 Datacenter 6.3 Build 9600.20478 64-Bit,6.3,EOL,'+11:00,2022-08-13T05:20:36Z,CORP.AD.TULLIB.COM\dyeo
HKGPINFDCG01,Phase 3,Pat,HKGPINFDCG01,10.236.36.12,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2022-10-29T03:40:33Z,CORP.AD.TULLIB.COM\CORP DA 3
USEDCTXPROD01,#N/A,#N/A,USEDCTXPROD01,10.10.48.198,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-11-18T11:21:23Z,US\US
USHSSEFSDW1,#N/A,#N/A,USHSSEFSDW1,10.1.59.142,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-12-16T08:41:38Z,AMERLPESA
SNGPINFDCP05,Phase 4,TBA,SNGPINFDCP05,10.202.36.20,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2022-11-05T05:18:33Z,CORP.AD.TULLIB.COM\apatriciaanne-a
LDN2WS0256,Phase 4,TBA,LDN2WS0256,10.91.128.80,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,UTC,2022-11-05T09:10:14Z,CORP\ldn2ws0256_dnamgr
SLTPRBRVOIP01,#N/A,#N/A,SLTPRBRVOIP01,10.201.13.18,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20144 64-Bit,6.3,EOL,'+08:00,2022-10-08T23:40:21Z,rbadmin
SG1SMBSSHARE01,Phase 4,TBA,SG1SMBSSHARE01,10.202.34.15,Windows / Server,Microsoft Windows Server 2012 R2 Datacenter 6.3 Build 9600.20478 64-Bit,6.3,EOL,'+08:00,2022-11-01T19:01:45Z,CORP.AD.TULLIB.COM\dyeo
VA1CNETFLOW01,Phase 4,TBA,va1cnetflow01.lnholdings.com,10.79.254.71,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-11-05T00:30:22Z,Administrator
TOKPPRBAPP03,Phase 4,TBA,TOKPPRBAPP03.apac.ad.tullib.com,10.254.35.23,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+09:00,2022-10-28T17:26:33Z,APAC.AD.TULLIB.COM\pb5 jpy admin
NJ1CBKP4N02,Phase 4,TBA,nj1cbkp4n02.lnholdings.com,"10.78.200.166,fe80:0:0:0:8d53:f859:2594:f8ae,10.210.4.66",Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-05:00,2022-11-05T02:43:40Z,LNHOLDINGS\fsadmin
VA1CBKP2N02,Phase 4,TBA,VA1CBKP2N02.lnholdings.com,"10.79.200.62,192.168.1.116,10.79.200.64,10.79.200.63,10.79.200.67,10.79.200.66,10.79.200.65,fe80:0:0:0:4d23:42aa:a915:a09d,169.254.2.231",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T00:27:01Z,LNHOLDINGS.COM\fsadmin
NY1CVPRT02,Phase 4,TBA,NY1CVPRT02.lnholdings.com,"10.1.100.113,fe80:0:0:0:a5e3:7867:7671:2a7",Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-05:00,2023-01-21T06:15:55Z,LNHOLDINGS.COM\jhilaire
NJ1CVFUSION01,Phase 4,TBA,nj1cvfusion01.lnholdings.com,"fe80:0:0:0:3c99:d426:6e2b:ba4c,10.78.100.44",Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-05:00,2022-11-06T07:25:29Z,LNHOLDINGS.COM\jhilaire
NJ1CVSPFRTEND02,Phase 4,TBA,nj1cvspfrtend02.lnholdings.com,"10.78.100.93,fe80:0:0:0:5993:21a0:552:e759",Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-05:00,2022-11-05T05:41:04Z,LNHOLDINGS\emalabre
BRZPINFPMS01,#N/A,#N/A,BRZPINFPMS01,10.182.32.37,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20371 64-Bit,6.3,EOL,'-03:00,2023-01-19T04:50:36Z,CORP.AD.TULLIB.COM\srvcPMSServer
NJ1CSANMGT01,#N/A,#N/A,nj1csanmgt01.lnholdings.com,"10.78.254.115,fe80:0:0:0:c1a6:64b6:8cee:2286",Windows / Server,Microsoft Windows Server 2012 Standard 6.2 Build 9200.23771 64-Bit,6.2,EOL,'-05:00,2022-11-05T00:20:07Z,LNHOLDINGS\wng
NJ1PVCITXAPP01,Phase 4,TBA,nj1pvcitxapp01.LNHOLDINGS.com,"172.18.121.142,fe80:0:0:0:cd9:bc90:f841:1ae4",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-08-13T16:18:07Z,LNHOLDINGS.COM\xenprodadmin
NJCPINFSQL02,#N/A,#N/A,NJCPINFSQL02.na.ad.tullib.com,10.137.32.64,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T07:37:16Z,!tladmin
UK1PVCSQL01,Phase 3,Jeff,UK1PVCSQL01,"fe80:0:0:0:4c31:8b28:d20b:ac0e,172.23.121.71",Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2023-01-21T07:18:37Z,OTAS
BRZPINFABM01,Phase 4,TBA,BRZPINFABM01,10.182.32.38,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'-03:00,2022-11-05T16:39:38Z,NA\zzzmagorgueira
SNGPCCOUAC01,Phase 4,TBA,SNGPCCOUAC01,10.202.40.25,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2022-11-04T17:37:52Z,CORP.AD.TULLIB.COM\srvcuacsng
NJC2WS2402,Phase 4,TBA,NJC2WS2402,10.160.72.97,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-12-15T14:47:35Z,Administrator
SG1SPBTAILOR01,Phase 4,TBA,SG1SPBTAILOR01,10.202.34.47,Windows / Server,Microsoft Windows Server 2012 R2 Datacenter 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2022-10-28T16:48:52Z,APAC.AD.TULLIB.COM\pb5 sgd user
SG1SCITRIX01,Phase 3,Mike,SG1SCITRIX01,10.202.34.48,Windows / Server,Microsoft Windows Server 2012 R2 Datacenter 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2022-10-28T21:56:55Z,corp\jbalbas
EUW1WS0166,Phase 3,Jeff,euw1ws0166.corp.ad.tullib.com,10.16.26.223,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-07:00,2023-01-21T06:23:03Z,CORP\ASaxena-a
NJ1CNETMGMT01,#N/A,#N/A,NJ1CNETMGMT01.lnholdings.com,"10.78.254.73,fe80:0:0:0:1182:ae2:ca98:b4dd,169.254.180.221",Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-10-29T04:17:01Z,Administrator
SG00WINFAPP05P,Phase 3,Mike,SG00WINFAPP05P,10.202.33.39,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2022-10-28T21:56:37Z,GLOBAL.ICAP.COM\a_santos-a
SG1SHKGMBS01,Phase 4,TBA,SG1SHKGMBS01,10.202.34.56,Windows / Server,Microsoft Windows Server 2012 R2 Datacenter 6.3 Build 9600.20478 64-Bit,6.3,EOL,'+08:00,2022-08-13T05:22:24Z,CORP.AD.TULLIB.COM\dyeo
US01WDSSAPP01P,#N/A,#N/A,US01WDSSAPP01P.global.icap.com,10.10.48.54,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25796 64-Bit,6.1,EOL/EOS,'-05:00,2022-09-27T14:28:47Z,icap\administrator
NJVMEQTQALQGW02,#N/A,#N/A,NJVMEQTQALQGW02.na.ad.tullib.com,10.137.64.96,Windows / Server,Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-12-16T09:33:21Z,NA\NA PMS
NJCPSODSVR01,#N/A,#N/A,NJCPSODSVR01,10.138.32.105,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-03-12T17:10:30Z,NA\!emcsoprim
NJ1CVSSRS01,#N/A,#N/A,nj1cvssrs01.lnholdings.com,"fe80:0:0:0:b9d7:498:d3:7450,10.78.100.30",Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-11-05T00:24:28Z,LNHOLDINGS\qinli
SG1SLANEAPP01,Phase 4,TBA,SG1SLANEAPP01,10.202.48.68,Windows / Server,Microsoft Windows Server 2012 R2 Datacenter 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2022-11-05T01:29:16Z,eur.ad.tullib.com\laneadmin
NJ1PVBLB07,Phase 4,TBA,nj1pvblb07.lnholdings.com,172.18.104.76,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-11-05T00:33:23Z,LIQUIDNET\administrator
NJNETAPPMON01,#N/A,#N/A,NJNETAPPMON01,10.138.32.60,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-05-03T22:26:11Z,NA.AD.TULLIB.COM\zzzbharvey
NJ1CVCITXVDA02,Phase 4,TBA,nj1cvcitxvda02.LNHOLDINGS.com,"10.78.100.182,fe80:0:0:0:4cae:5d13:2b28:85da",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2023-01-21T08:26:09Z,LNHOLDINGS\jlecroisey
NJ1QVDC03,Phase 3,Emmanuel,nj1qvdc03.lncva.com,"10.58.110.61,fe80:0:0:0:fcae:7079:999e:2cb9",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-10-29T04:45:48Z,lncva.com\exchroot
UK1PUUAS02,Phase 4,TBA,uk1puuas02,"172.23.121.41,169.254.200.34,fe80:0:0:0:e9d5:b1fe:6b3c:95cf,fe80:0:0:0:8853:e278:f649:c822",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,UTC,2023-01-21T07:24:46Z,OTAS
NJ1PVUASSQL03,Phase 3,Emmanuel,nj1pvuassql03,"fe80:0:0:0:cddd:774a:a3d:1046,172.18.121.183",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,UTC,2023-01-21T07:14:41Z,otas
NJC2WS3004,Phase 4,TBA,NJC2WS3004.corp.ad.tullib.com,10.137.47.144,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3770,1809,GA,'-05:00,2022-12-17T22:48:38Z,SvcCtxAdmin
NJCPSOSSVR01,#N/A,#N/A,NJCPSOSSVR01,10.138.32.38,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-06-11T11:49:31Z,NA.AD.TULLIB.COM\!emcsoprim
PH00WINFDFS01P,Phase 4,TBA,PH00WINFDFS01P,10.243.38.22,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2022-11-05T06:03:25Z,GLOBAL.ICAP.COM\gbl da 4
NJCPSVRADM02,#N/A,#N/A,NJCPSVRADM02,10.137.40.65,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20371 64-Bit,6.3,EOL,'-05:00,2022-12-16T07:33:56Z,NA.AD.TULLIB.COM\NA PMS
NJCPIASAPP02,#N/A,#N/A,NJCPIASAPP02,10.137.32.109,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25712 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T08:42:22Z,NA\egermina-a
SRVARQ01SP,Phase 4,TBA,SRVARQ01SP,10.182.32.13,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20269 64-Bit,6.3,EOL,'-03:00,2022-09-29T00:51:23Z,corp.ad.tullib.com\lalonso-a
PVM-LON-DC04,Phase 3,Jeff,PVM-LON-DC04,10.72.40.85,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,UTC,2022-10-29T00:31:37Z,PVM.CO.UK\astenhouse-a
NJTBST2APISS,#N/A,#N/A,NJTBST2APISS,10.137.32.129,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25924,6.1,EOL/EOS,'+02:00,2022-12-16T08:40:53Z,!tladmin
LDNPCCOCTS01,Phase 3,Pat,LDNPCCOCTS01,10.74.9.10,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,UTC,2023-01-21T04:18:04Z,EUR.AD.TULLIB.COM\!CTMSAdmin
NJCQSMOISS01,Phase 2,John,NJCQSMOISS01,10.137.64.89,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2023-01-14T14:41:40Z,NA.AD.TULLIB.COM\jestropigan-a
LDNPINFDCR02,#N/A,#N/A,LDNPINFDCR02,10.74.36.11,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,UTC,2022-02-26T11:31:43Z,EUR\astenhouseadmin
US01WIISAPP04P,#N/A,#N/A,US01WIISAPP04P,10.10.48.157,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-05:00,2022-03-12T17:10:24Z,us\imdadmin
NJC1WS6461,#N/A,#N/A,NJC1WS6461,10.161.72.65,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2023-01-10T09:29:48Z,Administrator
USEDDMMIRS1,#N/A,#N/A,USEDDMMIRS1,10.10.48.118,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-03-12T17:10:23Z,US.ICAP.COM\administrator
UK1PVUASSQL04,Phase 4,TBA,uk1pvuassql04,"172.23.121.66,fe80:0:0:0:cbe:37f8:a11e:7c51",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,UTC,2023-01-21T07:29:43Z,OTAS
US00WRTSFIX01Q,#N/A,#N/A,US00WRTSFIX01Q,10.1.59.135,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25712 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T08:41:42Z,Administrator
NJC1WS5643,#N/A,#N/A,NJC1WS5643,10.161.72.63,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2023-01-10T09:29:45Z,Administrator
US00WIMDAPP04D,#N/A,#N/A,US00WIMDAPP04D,10.1.58.78,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-12-20T04:36:30Z,amerlnesa
SG1PINFBLD01,Phase 4,TBA,SG1PINFBLD01,10.202.40.17,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2022-11-15T16:44:41Z,CORP.AD.TULLIB.COM\jmcruz-a
SNGPINFFSH14,Phase 4,TBA,SNGPINFFSH14.corp.ad.tullib.com,10.203.38.42,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'+08:00,2022-11-04T19:44:04Z,Administrator
SNGPINFADM05,Phase 3,Mike,SNGPINFADM05,10.202.38.10,Windows / Server,Microsoft Windows Server 2022 Datacenter Insider Preview Build 20348,2022,Unknown,'+08:00,2023-01-21T01:20:08Z,CORP.AD.TULLIB.COM\jmcruz-a
NJ1CVLYNC02,Phase 4,TBA,NJ1CVLYNC02.lnholdings.com,10.78.102.56,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T15:03:19Z,LNHOLDINGS\pgtses
EC2AMAZ-CBQ0GKP,#N/A,#N/A,EC2AMAZ-CBQ0GKP,10.16.75.211,Windows / Server,Microsoft Windows Server 2016 Datacenter 1607 Build 14393.5501 64-Bit,1607,EOL,UTC,2023-01-12T17:09:00Z,Administrator
USHSEXHUBS04,#N/A,#N/A,ushsexhubs04.us.icap.com,"10.1.59.47,fe80:0:0:0:59e1:6e2d:b449:c847",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T04:05:25Z,US\exchadmin
NJCPEGTGWY04,#N/A,#N/A,NJCPEGTGWY04.na.ad.tullib.com,10.144.32.71,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-05:00,2022-12-19T08:57:22Z,AMERLPESA
NJCPTRCPUB02,Phase 4,TBA,NJCPTRCPUB02,10.137.32.112,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'-05:00,2022-12-16T07:34:43Z,NA.AD.TULLIB.COM\!tpsadmin
COPPINFDCG02,Phase 3,Ian,COPPINFDCG02.corp.ad.tullib.com,10.107.36.17,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,UTC,2023-01-15T02:58:53Z,CORP.AD.TULLIB.COM\corp da 1
US01WLNEAPP01P,#N/A,#N/A,US01WLNEAPP01P,10.10.32.117,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-05:00,2022-03-05T09:38:26Z,us\administrator
NJ1CUCITXVDA02,Phase 4,TBA,nj1cucitxvda02.LNHOLDINGS.com,"fe80:0:0:0:b940:520d:d3a0:68ff,10.78.100.144",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T14:06:40Z,lnholdings\scikusa
NJCPIASAPP04,#N/A,#N/A,NJCPIASAPP04,"10.137.32.100,198.18.5.35,198.18.5.34",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T08:37:43Z,NA\zzzdmattern
NJ1CVDRM01,Phase 4,TBA,NJ1CVDRM01.lnholdings.com,"10.78.100.206,fe80:0:0:0:c0f5:e6ee:b585:6319",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-08-06T18:29:55Z,LNHOLDINGS.COM\jhilaire
EC2AMAZ-K5SJT81,#N/A,#N/A,EC2AMAZ-K5SJT81,10.16.75.221,Windows / Server,Microsoft Windows Server 2016 Datacenter 1607 Build 14393.5427 64-Bit,1607,EOL,UTC,2022-11-11T11:05:16Z,Administrator
SLTPRBRIPSI03,#N/A,#N/A,SLTPRBRIPSI03,"10.201.18.64,10.201.13.14,10.201.19.64",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20144 64-Bit,6.3,EOL,'+08:00,2022-10-08T23:40:21Z,RBAdmin
PWDSCJC1,#N/A,#N/A,PWDSCJC1,10.137.32.121,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T08:37:16Z,!tladmin
USEDIMDS8,#N/A,#N/A,USEDIMDS8,10.10.48.43,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-03-12T17:10:09Z,us\imdadmin
SYDPINFFSH01,Phase 4,TBA,SYDPINFFSH01.corp.ad.tullib.com,10.242.32.36,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+11:00,2022-11-05T05:12:06Z,CORP.AD.TULLIB.COM\ralueta-a
US01WINFAPP01P,#N/A,#N/A,US01WINFAPP01P,10.10.48.184,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-05:00,2022-03-12T17:10:07Z,us\b_harvey-a
US00WIMDAPP03D,#N/A,#N/A,US00WIMDAPP03D,10.1.58.77,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-12-16T08:39:35Z,us\imdadmin
US01WISWAPP01P,#N/A,#N/A,US01WISWAPP01P,10.10.48.78,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-08:00,2022-03-05T09:35:44Z,us\administrator
AU00WGUIAPP01P,Phase 4,TBA,AU00WGUIAPP01P,10.242.32.25,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+07:00,2022-11-05T03:54:43Z,global.icap.com\srvcsydgui
US01WIISAPP07P,#N/A,#N/A,US01WIISAPP07P,10.10.48.114,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25740 64-Bit,6.1,EOL/EOS,'-05:00,2022-02-26T10:26:32Z,us\j_abucay-a
USEDNFAFILET1,#N/A,#N/A,USEDNFAFILET1,10.10.48.69,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-05:00,2022-03-12T17:10:23Z,us\administrator
NJ1CUQLIK02,Phase 4,TBA,NJ1CUQLIK02.lnholdings.com,"10.78.107.211,fe80:0:0:0:a523:71b4:1299:5a84",Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-11-05T00:25:35Z,mderho
LDN1WS9737,Phase 4,TBA,LDN1WS9737,10.90.128.94,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,UTC,2022-11-19T19:39:16Z,ExEdgeMADS
USHSEXHUBS02,#N/A,#N/A,USHSEXHUBS02,"10.1.43.100,fe80:0:0:0:a135:74dd:202c:7008",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-12-16T02:17:02Z,US.ICAP.COM\exchadmin
NJTBST2SS03,#N/A,#N/A,NJTBST2SS03,10.137.32.136,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25924,6.1,EOL/EOS,'+03:00,2022-12-16T08:40:23Z,amerlnesa
SLTPRBRIPSI06,#N/A,#N/A,SLTPRBRIPSI06,"10.201.13.17,10.201.18.67,10.201.19.67",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20144 64-Bit,6.3,EOL,'+08:00,2022-10-08T23:40:23Z,rbadmin
US01WFXTAPP01P,#N/A,#N/A,US01WFXTAPP01P,10.10.48.162,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25740 64-Bit,6.1,EOL/EOS,'-05:00,2022-01-15T07:14:03Z,us\administrator
LDNPNETADM01,#N/A,#N/A,LDNPNETADM01,10.74.40.24,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,UTC,2022-10-29T03:06:03Z,EUR.AD.TULLIB.COM\ahector-a
US00WINFAPP03P,#N/A,#N/A,US00WINFAPP03P,10.1.59.39,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T02:19:30Z,Administrator
